Código,Unidade Curricular,Cursos,Tipo,Época,Nome,Requer inscrição prévia,Período de Inscrição,Data,Salas,Estado de pedido de sala,Capacidade Salas,Nº alunos previsto,Lugares
L5211,Percepção de Pessoas e Relações Interpessoais,9219 - LP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 15:00 - 18:00,,,0,74,-74
M9111,Performance Financeira e Responsabilização,BPG001 - PGCGP,Teste,Época Normal,Teste,Não,-,2022/12/13 19:00 - 21:00,,,0,12,-12
M8490,Contabilidade de Gestão Avançada,B27 - MC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/12 08:00 - 11:00,,,0,0,0
M8219,Desenvolvimento de Competências Profissionais,B4 - MPSO,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 08:00 - 11:00,,,0,83,-83
M1503,Métodos Quantitativos,B16 - MGE,Teste,Época Normal,Exame - 1ª época · Iscte Executive Education,Não,-,2022/11/05 09:30 - 11:30,,,0,103,-103
L5249,Gestão de Projectos de Tecnologia e Sistemas de Informação,"9189 - LIGE, 8366 - LIGE-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 18:30 - 21:30,,,0,117,-117
02835,Gestão de Transportes,0313 - CIIBS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 15:00 - 18:00,,,0,39,-39
02406,Seminário de Projeto de Investigação em Gestão Internacional (6 Ects),B42 - MGI,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/14 08:00 - 11:00,,,0,39,-39
L2004,Electrónica Programada e Processamento Digital de Sinais,9098 - LETI,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 15:00 - 18:00,,,0,58,-58
03903,Mercados de Obrigações,0332 - MRF,Projecto,Época Normal,Trabalho,Não,-,2023/01/26 18:30 - 18:30,,,0,21,-21
M9124,Gestão do Marketing (2.º Ciclo - Ch),B16 - MGE,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/11 11:30 - 14:30,,,0,97,-97
00668,Gestão de Conflitos,CT01 - CT,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 08:00 - 11:00,,,0,83,-83
01741,Teorias da Cidade e do Território,"0116 - MEAS, 080 - MEU",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,0,0
00151,Perspectivas e Teorias das Emoções,0218 - MCE,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 18:30 - 21:30,,,0,27,-27
02077,Relações Europa-África,0310 - CIESPP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 18:30 - 21:30,,,0,33,-33
01768,Fundamentos de Contabilidade de Gestão,"9189 - LIGE, 8366 - LIGE-PL",Exame,Época Especial,Exame - Época Especial,Não,-,2023/07/13 11:30 - 14:30,,Resolvido,0,116,-116
M7600,Investimentos Financeiros (Mf),B76 - MMF,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/20 18:30 - 21:30,,,0,25,-25
02777,Equipas de Alto Desempenho,0314 - PGGPP,Teste,Época Normal,Teste de Avaliação,Não,-,2022/10/25 19:00 - 21:00,,,0,52,-52
L6052,Economia do Turismo,0313 - CIIBS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 11:30 - 14:30,,,0,45,-45
L0135,Álgebra,"9189 - LIGE, 8366 - LIGE-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 08:00 - 11:00,,,0,207,-207
L5080,Leituras Etnográficas,9448 - LA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 11:30 - 14:30,,,0,25,-25
L7001,Management In International Organizations,0313 - CIIBS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/12 11:30 - 14:30,,,0,0,0
L5408,Cultura e Sociedade,"9240 - LS, 8109 - LS-PL",Exame,Época Especial,Época Especial - Exame,Não,-,2023/07/12 18:30 - 21:30,,,0,154,-154
L0235,Microeconomia II,9081 - LE,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/20 08:00 - 11:00,,,0,135,-135
02306,A Transformação Digital na Gestão de Empresas,BPG013 - DE,Teste,Época Normal,Teste de Avaliação,Não,-,2022/11/04 19:00 - 21:00,,,0,44,-44
L5321,História e Cultura Portuguesa,0310 - CIESPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 11:30 - 13:30,,,0,94,-94
00909,Gestão de Recursos Humanos (2ºciclo),B23 - MGSS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/07 08:00 - 11:00,,,0,39,-39
00599,Gestão dos Recursos Humanos,B12 - MPDRH,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 18:30 - 21:30,,,0,36,-36
04073,Trabalho de Projeto de Avaliação de Políticas,0355 - APP,Exame,1.ª Época,Exame 1ª Época,Não,-,2023/03/27 08:00 - 23:59,,Resolvido,0,29,-29
03463,Gestão e Operações Portuárias,0291 - GSM,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 15:00 - 18:00,,,0,38,-38
00548,Direito da Administração Pública,013 - MAP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/12 18:30 - 21:30,,,0,48,-48
00665,Escrita de Textos Técnicos e Científicos,"CT01 - CT, 0322 - LCD, 0324 - LCD-PL, 9019 - LCP, 0385 - LDSA, 0388 - LMATD, 0389 - LTDA, 0386 - LTDE, 0391 - LTDG, 0387 - LTDIA, 0392 - LTDSAU, 0384 - LTDSEG",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 08:00 - 11:00,,,0,224,-224
L5040,Negociação Comercial,9156 - LGM,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 11:30 - 14:30,,,0,40,-40
01714,Marketing Político,"0294 - ACP, B01 - MCCTI",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 18:30 - 21:30,,,0,7,-7
00505,Educação ao Longo da Vida,B34 - MES,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 18:30 - 21:30,,,0,52,-52
03172,Análise de Dados em Hotelaria e Turismo,027 - MGHT,Exame,1.ª Época,1st Sitting  Part I,Não,-,2022/10/24 11:00 - 13:00,B2.02,,30,28,2
03899,Mercados Monetários e Cambiais,0332 - MRF,Teste,Época Normal,teste,Não,-,2022/10/17 19:00 - 21:00,,,0,21,-21
03966,Ciclo de Conferências (2020),"0185 - DHESD, 5603 - DHMC",Exame,1.ª Época,Entrega de trabalho (2º semestre),Não,-,2023/06/30 18:30 - 21:30,,,0,10,-10
L5215,Métodos de Investigação Quantitativos,9219 - LP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 08:00 - 11:00,,,0,97,-97
03617,Marketing em Mercados da Arte,0176 - MMA,Exame,2.ª Época,2ª Época - Exame,Não,-,2023/01/24 18:00 - 20:30,C6.10,Resolvido,40,36,4
00489,Gestão Integrada da Qualidade,L030 - LGIL,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 15:00 - 18:00,,,0,55,-55
L5021,Economia do Trabalho e dos Recursos Humanos,9081 - LE,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 11:30 - 14:30,,,0,74,-74
L5202,Comportamento Organizacional - Processos Individuais,9219 - LP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 15:00 - 18:00,,,0,48,-48
L0524,Modelos Organizacionais,9147 - LG,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/13 08:00 - 11:00,,,0,221,-221
03586,Programação (1ciclo),"0322 - LCD, 0324 - LCD-PL",Teste,Época Normal,Teste 2ª época,Não,-,2023/01/26 18:00 - 21:00,Auditório 4,Resolvido,125,130,-5
L5078,Etnografia Portuguesa,9448 - LA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 11:30 - 14:30,,,0,35,-35
M8065,Desigualdades Sociais Contemporâneas,"B34 - MES, B119 - MSS, B30 - MS",Exame,2.ª Época,Entrega de Trabalhoo 2.ª Época MSS,Não,-,2023/01/23 00:00 - 23:59,,,0,214,-214
03621,Práticas dos Mercados da Arte (Mmda),0176 - MMA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 15:00 - 18:00,,,0,0,0
L1903,Comportamento e Experiência do Consumidor,9156 - LGM,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/03 08:00 - 11:00,,,0,43,-43
03745,Gestão das Operações e da Cadeia de Abastecimento,"9189 - LIGE, 8366 - LIGE-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,99,-99
M2405,Opções Financeiras,B24 - MF,Teste,Época Normal,Mid-Term Exam,Não,-,2022/10/19 14:30 - 17:30,Auditório B1.03,Resolvido,102,59,43
M4208,E-Business,B42 - MGI,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/18 18:00 - 21:00,,,0,43,-43
00010,Segurança em Redes e Sistemas de Informação,"B103 - METI, B104 - MEI",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,156,-156
00023,Dinâmicas Sociais e Culturais de África,014 - MEA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 15:00 - 18:00,,,0,54,-54
L0705,Fundamentos de Arquitectura de Computadores,"9098 - LETI, 9119 - LEI, 9885 - LEI-PL, 9189 - LIGE, 8366 - LIGE-PL",Exame,Época Especial,Exame - Época Especial,Não,-,2023/07/12 18:30 - 21:30,,,0,374,-374
02070,Globalização e Governação nas Relações Internacionais,"0186 - MEInt, B008 - MHMC",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 18:30 - 21:30,,,0,102,-102
M8390,Inteligência e Gestão de Redes e Serviços,B103 - METI,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 18:30 - 21:30,,,0,54,-54
L0103,Cálculo Financeiro,8029 - LFC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 08:00 - 11:00,,,0,85,-85
L5051,Psicologia Social e das Organizações,9157 - LGRH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/28 08:00 - 11:00,,,0,68,-68
L0303,Direito do Trabalho,9157 - LGRH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 08:00 - 11:00,,,0,95,-95
02255,Técnicas de Comunicação,CT01 - CT,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 08:00 - 11:00,,,0,88,-88
01699,Comunicação Estratégica,083 - DCCo,Exame,1.ª Época,Entrega de trabalho (2º prazo),Não,-,2023/01/17 18:30 - 21:00,,,0,24,-24
M8642,Reporte Financeiro,8029 - LFC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 15:00 - 18:00,,,0,35,-35
M8508,"Futuros, Forwards e Swaps",B24 - MF,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/05 11:30 - 14:30,,,0,57,-57
L5032,Finanças de Empresa,9147 - LG,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/28 08:00 - 11:00,,,0,288,-288
03604,Análise de Redes (1ciclo),"0322 - LCD, 0324 - LCD-PL",Exame,Época Especial,Exame época especial,Não,-,2023/07/14 15:00 - 18:00,,Novo,0,78,-78
02073,"Antropologia, Cidadania e Direitos Humanos",0186 - MEInt,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 18:30 - 21:30,,,0,101,-101
01668,Gestão das Organizações Escolares,079 - MAE,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,54,-54
02008,Inovação e Políticas Verdes,"0311 - CIECSH, 0115 - MED",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/28 18:30 - 21:30,,,0,31,-31
L0558,Gestão Comparada Internacional,0313 - CIIBS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 15:00 - 18:00,,,0,51,-51
03712,Engenharia de Software,9098 - LETI,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/17 08:00 - 11:00,,,0,59,-59
M8490,Contabilidade de Gestão Avançada,B27 - MC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/12 08:00 - 11:00,,,0,0,0
02674,Tecnologias e Sistemas Cloud,"0312 - CIISTA, 039 - MIG",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/28 11:30 - 14:30,,,0,64,-64
L5032,Finanças de Empresa,9147 - LG,Avaliação Contínua,Época Normal,Teste Final,Não,-,2022/12/16 14:30 - 16:30,"Auditório B1.04, Auditório B1.03, Auditório B2.04",Resolvido,293,200,93
03630,Estratégia e Reporte,0325 - MAG,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/20 15:00 - 18:00,,,0,39,-39
03091,Matemática e Métodos Numéricos para Economia e Finanças I,"B412 - DEc, 5563 - DF",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 17:30 - 20:30,,,0,14,-14
03752,Fundamentos de Sinais e Sistemas,9098 - LETI,Exame,Época Especial,Exame Época Especial,Não,-,2023/07/12 11:30 - 14:30,,Resolvido,0,74,-74
L5161,Sistemas Políticos Comparados,9019 - LCP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 11:30 - 14:30,,,0,38,-38
01703,Seminário de Projecto em Ciências da Comunicação,083 - DCCo,Exame,1.ª Época,Entrega do projeto de tese (versão final),Não,-,2023/07/01 18:30 - 21:30,,,0,25,-25
03177,Finanças Pessoais I,CT01 - CT,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 08:00 - 11:00,,,0,50,-50
01696,Diversidade e Relações Interculturais em Contexto Escolar,0338 - PMGIDS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 15:00 - 18:00,,,0,26,-26
02137,Introdução ao Spss,CT01 - CT,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 09:00 - 10:00,,,0,49,-49
L5045,Gestão da Cadeia de Abastecimento,L030 - LGIL,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 15:00 - 18:00,,,0,54,-54
02121,Estado e Parcerias para o Desenvolvimento,0115 - MED,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 18:30 - 21:30,,,0,34,-34
03421,Métodos Econométricos I,"B110 - ME, 0326 - EP",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/12 11:30 - 14:30,,,0,23,-23
01675,Gestão da Qualidade em Educação,079 - MAE,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 18:30 - 21:30,,,0,47,-47
02137,Introdução ao Spss,CT01 - CT,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 09:00 - 10:00,,,0,49,-49
03253,Análise de Dados em Ciências Sociais (1c),9927 - LHMC,Exame,2.ª Época,Exame - 2.ª Época (2) ,Não,-,2023/01/23 11:30 - 14:30,,,0,62,-62
03825,Teoria e História da Arquitetura II,9257 - MIA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 08:00 - 11:00,,,0,54,-54
00198,Estatística e Análise de Dados,"0115 - MED, 0116 - MEAS, B12 - MPDRH",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 18:30 - 21:30,,,0,42,-42
L2001,Teoria dos Circuitos,9098 - LETI,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 11:30 - 14:30,,,0,73,-73
02007,Empresas e Ambiente,"0313 - CIIBS, 0115 - MED, 0116 - MEAS",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 18:30 - 21:30,,,0,35,-35
L0539,Recrutamento e Selecção,9157 - LGRH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 11:30 - 14:30,,,0,56,-56
00556,Análise de Redes em Ciências Sociais,0310 - CIESPP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 08:00 - 11:00,,,0,47,-47
L0558,Gestão Comparada Internacional,0313 - CIIBS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/19 08:00 - 11:00,,,0,51,-51
L5221,Estatística e Análise de Dados II,9219 - LP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 08:00 - 11:00,,,0,114,-114
02247,Apresentações Profissionais,CT01 - CT,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 08:00 - 11:00,,,0,74,-74
01733,Debates e Controvérsias Contemporâneas em Ciência Política,082 - DCP,Exame,1.ª Época,Entrega de trabalho - 1.º Semestre (2.º  Prazo),Não,-,2023/01/25 18:30 - 21:30,,,0,16,-16
04041,Informática para Economistas,9081 - LE,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/19 08:00 - 11:00,,,0,104,-104
04005,Seminário em Ciência Política e Relações Internacionais,082 - DCP,Exame,1.ª Época,Entrega de trabalho - 2.º Semestre (1.º Prazo),Não,-,2023/06/06 18:30 - 21:30,,,0,17,-17
02132,Modelação de Sistemas e Processos,L030 - LGIL,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 11:30 - 14:30,,,0,54,-54
03619,Fundamentos de Gestão (6ects),0176 - MMA,Exame,2.ª Época,2ª Época  - Exame,Não,-,2023/01/25 18:00 - 20:30,AA3.25,Resolvido,17,5,12
04248,Linguagens Digitais nos Media,0310 - CIESPP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 18:30 - 21:30,,,0,32,-32
01714,Marketing Político,"0294 - ACP, B01 - MCCTI",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/13 18:30 - 21:30,,,0,7,-7
04277,Relato Financeiro Internacional e Análise,0380 - CCG,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/28 11:30 - 14:30,,,0,37,-37
01938,Português Como Língua Estrangeira - Elementar,CT01 - CT,Exame,Época Especial,Exame - Época especial,Não,-,2023/07/11 16:00 - 18:00,,Novo,0,5,-5
00548,Direito da Administração Pública,013 - MAP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 18:30 - 21:30,,,0,48,-48
03680,Desenho de Projeto para Ciência de Dados,0329 - MCD,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 19:00 - 22:00,,,0,30,-30
L5024,Marketing Operacional,"9147 - LG, 9156 - LGM",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 11:30 - 14:30,,,0,231,-231
00013,Economia do Trabalho,B66 - MCTRL,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 18:30 - 21:30,,,0,40,-40
L5249,Gestão de Projectos de Tecnologia e Sistemas de Informação,"9189 - LIGE, 8366 - LIGE-PL",Exame,Época Especial,Exame - Época Especial,Não,-,2023/07/10 18:30 - 21:30,,Resolvido,0,117,-117
L5157,Instituições Políticas,9019 - LCP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 11:30 - 14:30,,,0,80,-80
02852,Abordagens à Psicopatologia,8014 - LSS-PL,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 18:30 - 21:30,,,0,60,-60
00513,Desenho de Sistemas de Informação,B15 - MGSI,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/12 18:30 - 21:30,,,0,35,-35
L5402,Introdução à Ciência Política,9019 - LCP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 15:00 - 18:00,,,0,67,-67
M2405,Opções Financeiras,B24 - MF,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/09 15:00 - 18:00,Auditório 1,Resolvido,60,59,1
03223,Psicologia Cultural,"0338 - PMGIDS, 081 - MPRI",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 15:00 - 18:00,,,0,44,-44
03744,Sistemas de Data Warehouse e Business Intelligence,"9189 - LIGE, 8366 - LIGE-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 18:30 - 21:30,,,0,119,-119
01733,Debates e Controvérsias Contemporâneas em Ciência Política,082 - DCP,Exame,1.ª Época,Entrega de trabalho - 2.º Semestre (1.º Prazo),Não,-,2023/06/01 18:30 - 21:30,,,0,16,-16
00030,Sociologia do Género,0310 - CIESPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/13 15:00 - 18:00,,,0,0,0
04073,Trabalho de Projeto de Avaliação de Políticas,0355 - APP,Exame,2.ª Época,Exame 2ª Época,Não,-,2023/05/29 10:00 - 13:00,,Resolvido,0,29,-29
03673,Metodologias e Tecnologias para Ciência de Dados,0329 - MCD,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/05 18:00 - 21:00,,,0,37,-37
01702,Métodos Avançados em Ciências da Comunicação,083 - DCCo,Exame,1.ª Época,Entrega de trabalho (1º prazo),Não,-,2023/01/10 18:30 - 21:30,,,0,25,-25
03212,Análise de Dados em Ciências Sociais: Multivariada I,9019 - LCP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 11:30 - 14:30,,,0,49,-49
L0105,Investigação Operacional,9147 - LG,Teste,Época Normal,Teste Intermédio,Não,-,2022/10/28 15:00 - 17:00,"Auditório B1.04, Auditório B1.03",Resolvido,198,262,-64
04029,Seminário de Investigação em Economia Monetária e Financeira I,B114 - MEMF,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/20 18:30 - 21:30,,,0,42,-42
L0705,Fundamentos de Arquitectura de Computadores,"9098 - LETI, 9119 - LEI, 9885 - LEI-PL, 9189 - LIGE, 8366 - LIGE-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/18 18:30 - 21:30,,,0,374,-374
03542,Gestão e Ação Humanitária,0344 - MAH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,46,-46
M8256,Novas Perspectivas em História Moderna,B008 - MHMC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 18:30 - 21:30,,,0,45,-45
M6800,"Estado, Economia e Políticas Públicas",B68 - MEPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 18:30 - 21:30,,,0,41,-41
03737,Gestão de Recursos Humanos e de Equipas,"9189 - LIGE, 8366 - LIGE-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 15:00 - 18:00,,,0,94,-94
L0247,Economia e Políticas de Desenvolvimento,"9081 - LE, 0394 - LPES",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/21 08:00 - 11:00,,,0,72,-72
M8552,Mercados Financeiros,B76 - MMF,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/06 18:30 - 21:30,,,0,17,-17
M8301,Nacionalismo e Etnicidade no Sistema Internacional,0186 - MEInt,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 18:30 - 21:30,,,0,96,-96
02892,Sistemas de Recursos Humanos e Gestão de Recompensas,0219 - MGRHCO,Exame,1.ª Época,Trabalho Prático | Practical Assignment (1ª época | 1st Sitting),Não,-,2022/10/17 12:00 - 2022/10/28 12:00,,,0,83,-83
00104,Modelação de Sistemas de Informação,0110 - PGIAO,Exame,1.ª Época,Exame 1º Época | PGIAO,Não,-,2023/01/04 18:00 - 20:00,,Novo,0,27,-27
03989,Seminário Teórico-Metodológico I (2020),"0185 - DHESD, 5603 - DHMC",Exame,1.ª Época,Entrega de trabalho,Não,-,2023/01/25 18:30 - 21:30,,,0,11,-11
00953,"Gestão de Recursos Humanos (Pg, Ge)",BPG018 - GE,Teste,Época Normal,Teste,Não,-,2022/10/21 19:00 - 20:30,,Resolvido,0,47,-47
L5004,Microeconomia,"9147 - LG, L030 - LGIL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 08:00 - 11:00,,,0,411,-411
02881,Desafios Atuais na Gestão de Recursos Humanos,0219 - MGRHCO,Exame,Época Especial,Special Evaluation Season | Época Especial,Não,-,2023/07/12 18:00 - 21:00,,Novo,0,81,-81
02397,Avaliação e Peritagem de Obras de Arte,0176 - MMA,Exame,2.ª Época,2ª Época - Exame,Não,-,2023/01/26 18:00 - 20:30,C6.10,Resolvido,40,34,6
00104,Modelação de Sistemas de Informação,0110 - PGIAO,Exame,2.ª Época,Exame 2ª Época | PGIAO,Não,-,2023/01/23 18:00 - 20:00,,Novo,0,27,-27
03606,Interfaces Web para A Gestão de Dados,"0322 - LCD, 0324 - LCD-PL",Exame,Época Especial,Exame época especial,Não,-,2023/07/11 18:00 - 21:00,,Novo,0,77,-77
M5500,Estratégia de Marketing,B55 - MM,Exame,1.ª Época,1st Sitting / 1ª Época,Não,-,2022/12/14 14:00 - 17:00,Auditório B1.04,Resolvido,96,88,8
00106,Gestão Estratégica e Sistemas de Informação Organizacional,0110 - PGIAO,Exame,2.ª Época,Exame 2ª Época | PGIAO,Não,-,2023/01/26 18:00 - 20:00,,Novo,0,27,-27
03621,Práticas dos Mercados da Arte (Mmda),0176 - MMA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 15:00 - 18:00,,,0,0,0
L6095,Arquitectura V,9257 - MIA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/24 08:00 - 11:00,,,0,67,-67
M8106,Análise de Arquivos e de Outras Fontes Documentais,0310 - CIESPP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 08:00 - 11:00,,,0,90,-90
L0644,Contabilidade de Gestão II,"8029 - LFC, 9147 - LG",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 11:30 - 14:30,,,0,361,-361
03983,Contabilidade para Executivos,0339 - MGA,Projecto,Época Normal,Group Work (SIT),Não,-,2022/09/28 12:00 - 2022/10/24 19:00,,,0,19,-19
02136,Recursos Humanos na Administração Pública,0310 - CIESPP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 11:30 - 14:30,,,0,42,-42
